School Year,District/LEA,SchoolName,SubjectArea,Subject,Percent Proficient
2015,ALPINE DISTRICT,OAK CANYON JR HIGH,L,9th Grade Language Arts,57.4%
2015,ALPINE DISTRICT,OREM JR HIGH,L,9th Grade Language Arts,37.2%
2015,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,L,9th Grade Language Arts,57.1%
2015,ALPINE DISTRICT,SUMMIT HIGH,L,9th Grade Language Arts,N<10
2015,ALPINE DISTRICT,TIMBERLINE MIDDLE,L,9th Grade Language Arts,65.8%
2015,ALPINE DISTRICT,WILLOWCREEK MIDDLE,L,9th Grade Language Arts,40.9%
2015,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,L,9th Grade Language Arts,44.2%
2015,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,L,9th Grade Language Arts,49.1%
2015,ALPINE DISTRICT,POLARIS HIGH SCHOOL,L,10th Grade Language Arts,N<10
2015,ALPINE DISTRICT,WESTLAKE HIGH,L,10th Grade Language Arts,56.1%
2015,ALPINE DISTRICT,SUMMIT HIGH,L,10th Grade Language Arts,?20%
2015,ALPINE DISTRICT,TIMPANOGOS HIGH,L,10th Grade Language Arts,49.2%
2015,ALPINE DISTRICT,AMERICAN FORK HIGH,L,10th Grade Language Arts,51.5%
2015,ALPINE DISTRICT,LEHI HIGH,L,10th Grade Language Arts,46.2%
2015,ALPINE DISTRICT,LONE PEAK HIGH,L,10th Grade Language Arts,56.8%
2015,ALPINE DISTRICT,MOUNTAIN VIEW HIGH,L,10th Grade Language Arts,57.0%
2015,ALPINE DISTRICT,OREM HIGH,L,10th Grade Language Arts,51.8%
2015,ALPINE DISTRICT,PLEASANT GROVE HIGH,L,10th Grade Language Arts,58.2%
2015,ALPINE DISTRICT,PLEASANT GROVE HIGH,L,11th Grade Language Arts,50.8%
2015,ALPINE DISTRICT,OREM HIGH,L,11th Grade Language Arts,40.1%
2015,ALPINE DISTRICT,MOUNTAIN VIEW HIGH,L,11th Grade Language Arts,50.5%
2015,ALPINE DISTRICT,LONE PEAK HIGH,L,11th Grade Language Arts,49.7%
2015,ALPINE DISTRICT,LEHI HIGH,L,11th Grade Language Arts,35.8%
2015,ALPINE DISTRICT,AMERICAN FORK HIGH,L,11th Grade Language Arts,50.6%
2015,ALPINE DISTRICT,TIMPANOGOS HIGH,L,11th Grade Language Arts,43.9%
2015,ALPINE DISTRICT,SUMMIT HIGH,L,11th Grade Language Arts,?20%
2015,ALPINE DISTRICT,WESTLAKE HIGH,L,11th Grade Language Arts,44.5%
2015,ALPINE DISTRICT,POLARIS HIGH SCHOOL,L,11th Grade Language Arts,?2%
2015,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,M,3rd Grade Math,57.4%
2015,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,M,3rd Grade Math,63.6%
2015,ALPINE DISTRICT,RIVERVIEW SCHOOL,M,3rd Grade Math,60.6%
2015,ALPINE DISTRICT,DRY CREEK SCHOOL,M,3rd Grade Math,55.8%
2015,ALPINE DISTRICT,BLACK RIDGE SCHOOL,M,3rd Grade Math,48.4%
2015,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,M,3rd Grade Math,66.7%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,3rd Grade Math,30-39%
2015,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,M,3rd Grade Math,40.5%
2015,ALPINE DISTRICT,NORTH POINT SCHOOL,M,3rd Grade Math,46.1%
2015,ALPINE DISTRICT,SAGE HILLS SCHOOL,M,3rd Grade Math,34.4%
2015,ALPINE DISTRICT,FOOTHILL SCHOOL,M,3rd Grade Math,76.9%
2015,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,M,3rd Grade Math,50.4%
2015,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,M,3rd Grade Math,75.5%
2015,ALPINE DISTRICT,WESTFIELD SCHOOL,M,3rd Grade Math,65.8%
2015,ALPINE DISTRICT,DEERFIELD SCHOOL,M,3rd Grade Math,62.3%
2015,ALPINE DISTRICT,PONY EXPRESS SCHOOL,M,3rd Grade Math,43.2%
2015,ALPINE DISTRICT,FOX HOLLOW SCHOOL,M,3rd Grade Math,52.4%
2015,ALPINE DISTRICT,HARVEST SCHOOL,M,3rd Grade Math,55.8%
2015,ALPINE DISTRICT,RIDGELINE SCHOOL,M,3rd Grade Math,66.7%
2015,ALPINE DISTRICT,FREEDOM SCHOOL,M,3rd Grade Math,67.7%
2015,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,M,3rd Grade Math,47.0%
2015,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,M,3rd Grade Math,59.3%
2015,ALPINE DISTRICT,WESTMORE SCHOOL,M,3rd Grade Math,60.4%
2015,ALPINE DISTRICT,WINDSOR SCHOOL,M,3rd Grade Math,31.8%
2015,ALPINE DISTRICT,ALPINE SCHOOL,M,3rd Grade Math,69.6%
2015,ALPINE DISTRICT,ASPEN SCHOOL,M,3rd Grade Math,49.3%
2015,ALPINE DISTRICT,BARRATT SCHOOL,M,3rd Grade Math,54.7%
2015,ALPINE DISTRICT,BONNEVILLE SCHOOL,M,3rd Grade Math,53.8%
2015,ALPINE DISTRICT,CASCADE SCHOOL,M,3rd Grade Math,46.3%
2015,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,M,3rd Grade Math,72.6%
2015,ALPINE DISTRICT,CEDAR VALLEY SCHOOL,M,3rd Grade Math,?20%
2015,ALPINE DISTRICT,CENTRAL SCHOOL,M,3rd Grade Math,50.7%
2015,ALPINE DISTRICT,CHERRY HILL SCHOOL,M,3rd Grade Math,30.8%
2015,ALPINE DISTRICT,EAGLECREST SCHOOL,M,3rd Grade Math,63.7%
2015,ALPINE DISTRICT,FORBES SCHOOL,M,3rd Grade Math,51.9%
2015,ALPINE DISTRICT,GENEVA SCHOOL,M,3rd Grade Math,49.2%
2015,ALPINE DISTRICT,GREENWOOD SCHOOL,M,3rd Grade Math,43.0%
2015,ALPINE DISTRICT,GROVECREST SCHOOL,M,3rd Grade Math,63.6%
2015,ALPINE DISTRICT,HIGHLAND SCHOOL,M,3rd Grade Math,73.8%
2015,ALPINE DISTRICT,HILLCREST SCHOOL,M,3rd Grade Math,46.3%
2015,ALPINE DISTRICT,LEGACY SCHOOL,M,3rd Grade Math,67.0%
2015,ALPINE DISTRICT,LEHI SCHOOL,M,3rd Grade Math,43.1%
2015,ALPINE DISTRICT,ORCHARD SCHOOL,M,3rd Grade Math,53.0%
2015,ALPINE DISTRICT,MEADOW SCHOOL,M,3rd Grade Math,49.6%
2015,ALPINE DISTRICT,NORTHRIDGE SCHOOL,M,3rd Grade Math,71.6%
2015,ALPINE DISTRICT,LINDON SCHOOL,M,3rd Grade Math,65.1%
2015,ALPINE DISTRICT,OREM SCHOOL,M,3rd Grade Math,41.7%
2015,ALPINE DISTRICT,SCERA PARK SCHOOL,M,3rd Grade Math,42.1%
2015,ALPINE DISTRICT,MANILA SCHOOL,M,3rd Grade Math,57.3%
2015,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,M,3rd Grade Math,50.0%
2015,ALPINE DISTRICT,SEGO LILY SCHOOL,M,3rd Grade Math,53.0%
2015,ALPINE DISTRICT,SHARON SCHOOL,M,3rd Grade Math,43.3%
2015,ALPINE DISTRICT,SHELLEY SCHOOL,M,3rd Grade Math,70.7%
2015,ALPINE DISTRICT,SUNCREST SCHOOL,M,3rd Grade Math,19.0%
2015,ALPINE DISTRICT,VALLEY VIEW SCHOOL,M,3rd Grade Math,46.2%
2015,ALPINE DISTRICT,VINEYARD SCHOOL,M,3rd Grade Math,48.7%
2015,ALPINE DISTRICT,VINEYARD SCHOOL,M,4th Grade Math,42.5%
2015,ALPINE DISTRICT,VALLEY VIEW SCHOOL,M,4th Grade Math,57.1%
2015,ALPINE DISTRICT,SUNCREST SCHOOL,M,4th Grade Math,21.4%
2015,ALPINE DISTRICT,SHELLEY SCHOOL,M,4th Grade Math,66.7%
2015,ALPINE DISTRICT,SHARON SCHOOL,M,4th Grade Math,40.4%
2015,ALPINE DISTRICT,SEGO LILY SCHOOL,M,4th Grade Math,69.5%
2015,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,M,4th Grade Math,59.3%
2015,ALPINE DISTRICT,MANILA SCHOOL,M,4th Grade Math,63.9%
2015,ALPINE DISTRICT,SCERA PARK SCHOOL,M,4th Grade Math,37.5%
2015,ALPINE DISTRICT,OREM SCHOOL,M,4th Grade Math,69.1%
2015,ALPINE DISTRICT,LINDON SCHOOL,M,4th Grade Math,36.8%
2015,ALPINE DISTRICT,NORTHRIDGE SCHOOL,M,4th Grade Math,57.1%
2015,ALPINE DISTRICT,MEADOW SCHOOL,M,4th Grade Math,50.5%
2015,ALPINE DISTRICT,ORCHARD SCHOOL,M,4th Grade Math,63.3%
2015,ALPINE DISTRICT,LEHI SCHOOL,M,4th Grade Math,53.8%
2015,ALPINE DISTRICT,LEGACY SCHOOL,M,4th Grade Math,72.2%
2015,ALPINE DISTRICT,HILLCREST SCHOOL,M,4th Grade Math,55.1%
2015,ALPINE DISTRICT,HIGHLAND SCHOOL,M,4th Grade Math,76.9%
2015,ALPINE DISTRICT,GROVECREST SCHOOL,M,4th Grade Math,62.8%
2015,ALPINE DISTRICT,GREENWOOD SCHOOL,M,4th Grade Math,44.2%
2015,ALPINE DISTRICT,GENEVA SCHOOL,M,4th Grade Math,32.8%
2015,ALPINE DISTRICT,FORBES SCHOOL,M,4th Grade Math,53.5%
2015,ALPINE DISTRICT,EAGLECREST SCHOOL,M,4th Grade Math,66.0%
2015,ALPINE DISTRICT,CHERRY HILL SCHOOL,M,4th Grade Math,45.0%
2015,ALPINE DISTRICT,CENTRAL SCHOOL,M,4th Grade Math,53.2%
2015,ALPINE DISTRICT,CEDAR VALLEY SCHOOL,M,4th Grade Math,?20%
2015,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,M,4th Grade Math,77.0%
2015,ALPINE DISTRICT,CASCADE SCHOOL,M,4th Grade Math,68.2%
2015,ALPINE DISTRICT,BONNEVILLE SCHOOL,M,4th Grade Math,51.6%
2015,ALPINE DISTRICT,BARRATT SCHOOL,M,4th Grade Math,50.8%
2015,ALPINE DISTRICT,ASPEN SCHOOL,M,4th Grade Math,46.0%
2015,ALPINE DISTRICT,ALPINE SCHOOL,M,4th Grade Math,54.8%
2015,ALPINE DISTRICT,WINDSOR SCHOOL,M,4th Grade Math,37.9%
2015,ALPINE DISTRICT,WESTMORE SCHOOL,M,4th Grade Math,64.8%
2015,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,M,4th Grade Math,51.8%
2015,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,M,4th Grade Math,26.9%
2015,ALPINE DISTRICT,FREEDOM SCHOOL,M,4th Grade Math,52.2%
2015,ALPINE DISTRICT,RIDGELINE SCHOOL,M,4th Grade Math,73.9%
2015,ALPINE DISTRICT,HARVEST SCHOOL,M,4th Grade Math,55.6%
2015,ALPINE DISTRICT,FOX HOLLOW SCHOOL,M,4th Grade Math,54.2%
2015,ALPINE DISTRICT,PONY EXPRESS SCHOOL,M,4th Grade Math,32.4%
2015,ALPINE DISTRICT,DEERFIELD SCHOOL,M,4th Grade Math,71.0%
2015,ALPINE DISTRICT,WESTFIELD SCHOOL,M,4th Grade Math,65.1%
2015,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,M,4th Grade Math,51.1%
2015,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,M,4th Grade Math,60.6%
2015,ALPINE DISTRICT,FOOTHILL SCHOOL,M,4th Grade Math,68.2%
2015,ALPINE DISTRICT,SAGE HILLS SCHOOL,M,4th Grade Math,34.1%
2015,ALPINE DISTRICT,NORTH POINT SCHOOL,M,4th Grade Math,55.6%
2015,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,M,4th Grade Math,43.0%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,4th Grade Math,40-49%
2015,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,M,4th Grade Math,71.0%
2015,ALPINE DISTRICT,BLACK RIDGE SCHOOL,M,4th Grade Math,72.9%
2015,ALPINE DISTRICT,DRY CREEK SCHOOL,M,4th Grade Math,55.0%
2015,ALPINE DISTRICT,RIVERVIEW SCHOOL,M,4th Grade Math,56.0%
2015,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,M,4th Grade Math,63.6%
2015,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,M,4th Grade Math,54.4%
2015,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,M,5th Grade Math,42.5%
2015,ALPINE DISTRICT,CHERRY HILL GT PROGRAM,M,5th Grade Math,?90%
2015,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,M,5th Grade Math,56.9%
2015,ALPINE DISTRICT,RIVERVIEW SCHOOL,M,5th Grade Math,61.5%
2015,ALPINE DISTRICT,DRY CREEK SCHOOL,M,5th Grade Math,40.3%
2015,ALPINE DISTRICT,BLACK RIDGE SCHOOL,M,5th Grade Math,49.2%
2015,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,M,5th Grade Math,45.1%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,5th Grade Math,40-49%
2015,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,M,5th Grade Math,35.8%
2015,ALPINE DISTRICT,NORTH POINT SCHOOL,M,5th Grade Math,59.5%
2015,ALPINE DISTRICT,SAGE HILLS SCHOOL,M,5th Grade Math,40.9%
2015,ALPINE DISTRICT,FOOTHILL SCHOOL,M,5th Grade Math,71.7%
2015,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,M,5th Grade Math,58.0%
2015,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,M,5th Grade Math,48.5%
2015,ALPINE DISTRICT,WESTFIELD SCHOOL,M,5th Grade Math,68.1%
2015,ALPINE DISTRICT,DEERFIELD SCHOOL,M,5th Grade Math,64.5%
2015,ALPINE DISTRICT,PONY EXPRESS SCHOOL,M,5th Grade Math,33.0%
2015,ALPINE DISTRICT,FOX HOLLOW SCHOOL,M,5th Grade Math,50.8%
2015,ALPINE DISTRICT,HARVEST SCHOOL,M,5th Grade Math,70.9%
2015,ALPINE DISTRICT,RIDGELINE SCHOOL,M,5th Grade Math,63.3%
2015,ALPINE DISTRICT,FREEDOM SCHOOL,M,5th Grade Math,52.8%
2015,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,M,5th Grade Math,53.0%
2015,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,M,5th Grade Math,71.4%
2015,ALPINE DISTRICT,WESTMORE SCHOOL,M,5th Grade Math,36.7%
2015,ALPINE DISTRICT,WINDSOR SCHOOL,M,5th Grade Math,41.3%
2015,ALPINE DISTRICT,ALPINE SCHOOL,M,5th Grade Math,63.3%
2015,ALPINE DISTRICT,ASPEN SCHOOL,M,5th Grade Math,50.8%
2015,ALPINE DISTRICT,BARRATT SCHOOL,M,5th Grade Math,67.1%
2015,ALPINE DISTRICT,BONNEVILLE SCHOOL,M,5th Grade Math,41.3%
2015,ALPINE DISTRICT,CASCADE SCHOOL,M,5th Grade Math,64.6%
2015,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,M,5th Grade Math,65.7%
2015,ALPINE DISTRICT,CEDAR VALLEY SCHOOL,M,5th Grade Math,30-39%
2015,ALPINE DISTRICT,CENTRAL SCHOOL,M,5th Grade Math,53.0%
2015,ALPINE DISTRICT,CHERRY HILL SCHOOL,M,5th Grade Math,36.5%
2015,ALPINE DISTRICT,EAGLECREST SCHOOL,M,5th Grade Math,57.7%
2015,ALPINE DISTRICT,FORBES SCHOOL,M,5th Grade Math,43.8%
2015,ALPINE DISTRICT,GENEVA SCHOOL,M,5th Grade Math,24.3%
2015,ALPINE DISTRICT,GREENWOOD SCHOOL,M,5th Grade Math,51.9%
2015,ALPINE DISTRICT,GROVECREST SCHOOL,M,5th Grade Math,59.2%
2015,ALPINE DISTRICT,HIGHLAND SCHOOL,M,5th Grade Math,75.0%
2015,ALPINE DISTRICT,HILLCREST SCHOOL,M,5th Grade Math,30.8%
2015,ALPINE DISTRICT,LEGACY SCHOOL,M,5th Grade Math,62.7%
2015,ALPINE DISTRICT,LEHI SCHOOL,M,5th Grade Math,57.5%
2015,ALPINE DISTRICT,ORCHARD SCHOOL,M,5th Grade Math,57.5%
2015,ALPINE DISTRICT,MEADOW SCHOOL,M,5th Grade Math,33.0%
2015,ALPINE DISTRICT,NORTHRIDGE SCHOOL,M,5th Grade Math,51.2%
2015,ALPINE DISTRICT,LINDON SCHOOL,M,5th Grade Math,59.0%
2015,ALPINE DISTRICT,OREM SCHOOL,M,5th Grade Math,68.5%
2015,ALPINE DISTRICT,SCERA PARK SCHOOL,M,5th Grade Math,57.6%
2015,ALPINE DISTRICT,MANILA SCHOOL,M,5th Grade Math,60.9%
2015,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,M,5th Grade Math,50.7%
2015,ALPINE DISTRICT,SEGO LILY SCHOOL,M,5th Grade Math,63.5%
2015,ALPINE DISTRICT,SHARON SCHOOL,M,5th Grade Math,44.6%
2015,ALPINE DISTRICT,SHELLEY SCHOOL,M,5th Grade Math,68.7%
2015,ALPINE DISTRICT,SUNCREST SCHOOL,M,5th Grade Math,35.8%
2015,ALPINE DISTRICT,VALLEY VIEW SCHOOL,M,5th Grade Math,36.1%
2015,ALPINE DISTRICT,VINEYARD SCHOOL,M,5th Grade Math,33.6%
2015,ALPINE DISTRICT,VINEYARD SCHOOL,M,6th Grade Math,36.4%
2015,ALPINE DISTRICT,VALLEY VIEW SCHOOL,M,6th Grade Math,50.6%
2015,ALPINE DISTRICT,SUNCREST SCHOOL,M,6th Grade Math,10.9%
2015,ALPINE DISTRICT,SHELLEY SCHOOL,M,6th Grade Math,67.6%
2015,ALPINE DISTRICT,SHARON SCHOOL,M,6th Grade Math,40.7%
2015,ALPINE DISTRICT,SEGO LILY SCHOOL,M,6th Grade Math,50.7%
2015,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,M,6th Grade Math,58.9%
2015,ALPINE DISTRICT,MANILA SCHOOL,M,6th Grade Math,54.1%
2015,ALPINE DISTRICT,SCERA PARK SCHOOL,M,6th Grade Math,50.8%
2015,ALPINE DISTRICT,OREM SCHOOL,M,6th Grade Math,38.8%
2015,ALPINE DISTRICT,LINDON SCHOOL,M,6th Grade Math,62.0%
2015,ALPINE DISTRICT,NORTHRIDGE SCHOOL,M,6th Grade Math,44.9%
2015,ALPINE DISTRICT,MEADOW SCHOOL,M,6th Grade Math,23.8%
2015,ALPINE DISTRICT,ORCHARD SCHOOL,M,6th Grade Math,47.2%
2015,ALPINE DISTRICT,LEHI SCHOOL,M,6th Grade Math,34.9%
2015,ALPINE DISTRICT,LEGACY SCHOOL,M,6th Grade Math,63.5%
2015,ALPINE DISTRICT,HILLCREST SCHOOL,M,6th Grade Math,41.7%
2015,ALPINE DISTRICT,HIGHLAND SCHOOL,M,6th Grade Math,67.7%
2015,ALPINE DISTRICT,GROVECREST SCHOOL,M,6th Grade Math,26.1%
2015,ALPINE DISTRICT,GREENWOOD SCHOOL,M,6th Grade Math,28.6%
2015,ALPINE DISTRICT,GENEVA SCHOOL,M,6th Grade Math,33.3%
2015,ALPINE DISTRICT,FORBES SCHOOL,M,6th Grade Math,43.8%
2015,ALPINE DISTRICT,EAGLECREST SCHOOL,M,6th Grade Math,48.0%
2015,ALPINE DISTRICT,CHERRY HILL SCHOOL,M,6th Grade Math,25.7%
2015,ALPINE DISTRICT,CENTRAL SCHOOL,M,6th Grade Math,50.7%
2015,ALPINE DISTRICT,CEDAR VALLEY SCHOOL,M,6th Grade Math,21-29%
2015,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,M,6th Grade Math,77.8%
2015,ALPINE DISTRICT,CASCADE SCHOOL,M,6th Grade Math,47.2%
2015,ALPINE DISTRICT,BONNEVILLE SCHOOL,M,6th Grade Math,43.4%
2015,ALPINE DISTRICT,BARRATT SCHOOL,M,6th Grade Math,54.2%
2015,ALPINE DISTRICT,ASPEN SCHOOL,M,6th Grade Math,29.6%
2015,ALPINE DISTRICT,ALPINE SCHOOL,M,6th Grade Math,42.4%
2015,ALPINE DISTRICT,WINDSOR SCHOOL,M,6th Grade Math,29.6%
2015,ALPINE DISTRICT,WESTMORE SCHOOL,M,6th Grade Math,25.0%
2015,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,M,6th Grade Math,64.3%
2015,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,M,6th Grade Math,37.1%
2015,ALPINE DISTRICT,FREEDOM SCHOOL,M,6th Grade Math,45.6%
2015,ALPINE DISTRICT,RIDGELINE SCHOOL,M,6th Grade Math,47.5%
2015,ALPINE DISTRICT,HARVEST SCHOOL,M,6th Grade Math,37.3%
2015,ALPINE DISTRICT,FOX HOLLOW SCHOOL,M,6th Grade Math,27.2%
2015,ALPINE DISTRICT,PONY EXPRESS SCHOOL,M,6th Grade Math,34.5%
2015,ALPINE DISTRICT,DEERFIELD SCHOOL,M,6th Grade Math,51.7%
2015,ALPINE DISTRICT,WESTFIELD SCHOOL,M,6th Grade Math,65.6%
2015,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,M,6th Grade Math,43.8%
2015,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,M,6th Grade Math,30.1%
2015,ALPINE DISTRICT,FOOTHILL SCHOOL,M,6th Grade Math,67.7%
2015,ALPINE DISTRICT,SAGE HILLS SCHOOL,M,6th Grade Math,53.2%
2015,ALPINE DISTRICT,NORTH POINT SCHOOL,M,6th Grade Math,36.6%
2015,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,M,6th Grade Math,32.2%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,6th Grade Math,40-49%
2015,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,M,6th Grade Math,50.0%
2015,ALPINE DISTRICT,BLACK RIDGE SCHOOL,M,6th Grade Math,37.0%
2015,ALPINE DISTRICT,DRY CREEK SCHOOL,M,6th Grade Math,41.8%
2015,ALPINE DISTRICT,RIVERVIEW SCHOOL,M,6th Grade Math,39.4%
2015,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,M,6th Grade Math,52.3%
2015,ALPINE DISTRICT,CHERRY HILL GT PROGRAM,M,6th Grade Math,80-89%
2015,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,M,6th Grade Math,26.8%
2015,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,M,7th Grade Math,43.6%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,7th Grade Math,?20%
2015,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,M,7th Grade Math,61.0%
2015,ALPINE DISTRICT,SUMMIT HIGH,M,7th Grade Math,N<10
2015,ALPINE DISTRICT,WILLOWCREEK MIDDLE,M,7th Grade Math,54.7%
2015,ALPINE DISTRICT,TIMBERLINE MIDDLE,M,7th Grade Math,68.5%
2015,ALPINE DISTRICT,CANYON VIEW JR HIGH,M,7th Grade Math,48.3%
2015,ALPINE DISTRICT,AMERICAN FORK JR HIGH,M,7th Grade Math,60.7%
2015,ALPINE DISTRICT,OAK CANYON JR HIGH,M,7th Grade Math,55.0%
2015,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,M,7th Grade Math,75.8%
2015,ALPINE DISTRICT,LEHI JR HIGH,M,7th Grade Math,59.2%
2015,ALPINE DISTRICT,LAKERIDGE JR HIGH,M,7th Grade Math,59.4%
2015,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,M,7th Grade Math,57.6%
2015,ALPINE DISTRICT,OREM JR HIGH,M,7th Grade Math,38.2%
2015,ALPINE DISTRICT,OREM JR HIGH,M,8th Grade Math,30.4%
2015,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,M,8th Grade Math,61.4%
2015,ALPINE DISTRICT,LAKERIDGE JR HIGH,M,8th Grade Math,63.6%
2015,ALPINE DISTRICT,LEHI JR HIGH,M,8th Grade Math,51.7%
2015,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,M,8th Grade Math,62.3%
2015,ALPINE DISTRICT,OAK CANYON JR HIGH,M,8th Grade Math,49.9%
2015,ALPINE DISTRICT,AMERICAN FORK JR HIGH,M,8th Grade Math,57.3%
2015,ALPINE DISTRICT,CANYON VIEW JR HIGH,M,8th Grade Math,50.3%
2015,ALPINE DISTRICT,TIMBERLINE MIDDLE,M,8th Grade Math,62.6%
2015,ALPINE DISTRICT,WILLOWCREEK MIDDLE,M,8th Grade Math,49.4%
2015,ALPINE DISTRICT,SUMMIT HIGH,M,8th Grade Math,N<10
2015,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,M,8th Grade Math,55.3%
2015,ALPINE DISTRICT,ALPINE ONLINE SCHOOL,M,8th Grade Math,20-29%
2015,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,M,8th Grade Math,43.0%
2015,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,M,Secondary Math I,50.1%
2015,ALPINE DISTRICT,POLARIS HIGH SCHOOL,M,Secondary Math I,11-19%
2015,ALPINE DISTRICT,WESTLAKE HIGH,M,Secondary Math I,8.2%
2015,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,M,Secondary Math I,72.2%
2015,ALPINE DISTRICT,SUMMIT HIGH,M,Secondary Math I,?10%
2015,ALPINE DISTRICT,TIMPANOGOS HIGH,M,Secondary Math I,11-19%
2015,ALPINE DISTRICT,WILLOWCREEK MIDDLE,M,Secondary Math I,51.9%
2015,ALPINE DISTRICT,TIMBERLINE MIDDLE,M,Secondary Math I,54.0%
2015,ALPINE DISTRICT,CANYON VIEW JR HIGH,M,Secondary Math I,47.2%
2015,ALPINE DISTRICT,AMERICAN FORK JR HIGH,M,Secondary Math I,51.3%
2015,ALPINE DISTRICT,OAK CANYON JR HIGH,M,Secondary Math I,65.5%
2015,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,M,Secondary Math I,63.8%
2015,ALPINE DISTRICT,LEHI JR HIGH,M,Secondary Math I,61.8%
2015,ALPINE DISTRICT,LAKERIDGE JR HIGH,M,Secondary Math I,63.6%
2015,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,M,Secondary Math I,57.3%
2015,ALPINE DISTRICT,OREM JR HIGH,M,Secondary Math I,20.9%
2015,ALPINE DISTRICT,AMERICAN FORK HIGH,M,Secondary Math I,14.5%
2015,ALPINE DISTRICT,LEHI HIGH,M,Secondary Math I,6.2%
2015,ALPINE DISTRICT,LONE PEAK HIGH,M,Secondary Math I,20-29%
2015,ALPINE DISTRICT,MOUNTAIN VIEW HIGH,M,Secondary Math I,11-19%
2015,ALPINE DISTRICT,OREM HIGH,M,Secondary Math I,7.3%
2015,ALPINE DISTRICT,PLEASANT GROVE HIGH,M,Secondary Math I,20.0%
2015,ALPINE DISTRICT,PLEASANT GROVE HIGH,M,Secondary Math II,50.6%
2015,ALPINE DISTRICT,OREM HIGH,M,Secondary Math II,42.7%
2015,ALPINE DISTRICT,MOUNTAIN VIEW HIGH,M,Secondary Math II,42.8%
2015,ALPINE DISTRICT,LONE PEAK HIGH,M,Secondary Math II,59.2%
2015,ALPINE DISTRICT,LEHI HIGH,M,Secondary Math II,37.2%
2015,ALPINE DISTRICT,AMERICAN FORK HIGH,M,Secondary Math II,46.4%
2015,ALPINE DISTRICT,OREM JR HIGH,M,Secondary Math II,70-79%
2015,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,M,Secondary Math II,?90%
